b'Ping:',b'24.849',b'ms',b'Download:',b'31.79',b'Mbit/s',b'Upload:',b'5.01',b'Mbit/s',2021-08-28 21:42:37
b'Ping:',b'31.924',b'ms',b'Download:',b'27.73',b'Mbit/s',b'Upload:',b'8.72',b'Mbit/s',2021-08-28 21:43:03
b'Ping:',b'21.94',b'ms',b'Download:',b'37.42',b'Mbit/s',b'Upload:',b'9.86',b'Mbit/s',2021-08-28 21:43:27
b'Ping:',b'30.006',b'ms',b'Download:',b'25.00',b'Mbit/s',b'Upload:',b'8.22',b'Mbit/s',2021-08-28 21:43:51
b'Ping:',b'26.009',b'ms',b'Download:',b'40.79',b'Mbit/s',b'Upload:',b'10.45',b'Mbit/s',2021-08-28 21:44:17
b'Ping:',b'23.503',b'ms',b'Download:',b'39.39',b'Mbit/s',b'Upload:',b'9.90',b'Mbit/s',2021-08-28 21:44:40
b'Ping:',b'23.912',b'ms',b'Download:',b'41.64',b'Mbit/s',b'Upload:',b'10.34',b'Mbit/s',2021-08-28 21:45:03
b'Ping:',b'26.458',b'ms',b'Download:',b'41.45',b'Mbit/s',b'Upload:',b'10.45',b'Mbit/s',2021-08-28 21:45:27
b'Ping:',b'32.969',b'ms',b'Download:',b'35.24',b'Mbit/s',b'Upload:',b'9.24',b'Mbit/s',2021-08-28 21:45:51
b'Ping:',b'23.863',b'ms',b'Download:',b'38.61',b'Mbit/s',b'Upload:',b'9.60',b'Mbit/s',2021-08-28 21:46:14
b'Ping:',b'24.196',b'ms',b'Download:',b'35.65',b'Mbit/s',b'Upload:',b'10.91',b'Mbit/s',2021-08-28 21:46:37
b'Ping:',b'24.246',b'ms',b'Download:',b'41.81',b'Mbit/s',b'Upload:',b'9.60',b'Mbit/s',2021-08-28 21:47:00
b'Ping:',b'24.153',b'ms',b'Download:',b'35.08',b'Mbit/s',b'Upload:',b'10.64',b'Mbit/s',2021-08-28 21:47:23
b'Ping:',b'24.263',b'ms',b'Download:',b'38.93',b'Mbit/s',b'Upload:',b'9.92',b'Mbit/s',2021-08-28 21:47:46
b'Ping:',b'26.071',b'ms',b'Download:',b'28.47',b'Mbit/s',b'Upload:',b'10.74',b'Mbit/s',2021-08-28 21:48:10
b'Ping:',b'21.047',b'ms',b'Download:',b'28.40',b'Mbit/s',b'Upload:',b'10.92',b'Mbit/s',2021-08-28 21:48:35
b'Ping:',b'26.14',b'ms',b'Download:',b'37.20',b'Mbit/s',b'Upload:',b'9.29',b'Mbit/s',2021-08-28 21:48:58
b'Ping:',b'31.434',b'ms',b'Download:',b'24.03',b'Mbit/s',b'Upload:',b'12.08',b'Mbit/s',2021-08-28 21:49:22
b'Ping:',b'26.288',b'ms',b'Download:',b'41.91',b'Mbit/s',b'Upload:',b'10.41',b'Mbit/s',2021-08-28 21:49:45
b'Ping:',b'21.51',b'ms',b'Download:',b'34.48',b'Mbit/s',b'Upload:',b'9.76',b'Mbit/s',2021-08-28 21:50:08
b'Ping:',b'18.64',b'ms',b'Download:',b'35.78',b'Mbit/s',b'Upload:',b'9.25',b'Mbit/s',2021-08-28 21:50:32
b'Ping:',b'24.262',b'ms',b'Download:',b'37.56',b'Mbit/s',b'Upload:',b'10.28',b'Mbit/s',2021-08-28 21:50:55
b'Ping:',b'22.312',b'ms',b'Download:',b'32.75',b'Mbit/s',b'Upload:',b'8.25',b'Mbit/s',2021-08-28 21:51:18
b'Ping:',b'23.771',b'ms',b'Download:',b'28.85',b'Mbit/s',b'Upload:',b'8.95',b'Mbit/s',2021-08-28 21:51:43
b'Ping:',b'22.585',b'ms',b'Download:',b'22.45',b'Mbit/s',b'Upload:',b'8.23',b'Mbit/s',2021-08-28 21:52:05
b'Ping:',b'18.789',b'ms',b'Download:',b'14.30',b'Mbit/s',b'Upload:',b'2.46',b'Mbit/s',2021-08-28 21:52:29
2021-08-28 21:53:02
b'Ping:',b'22.044',b'ms',b'Download:',b'5.30',b'Mbit/s',b'Upload:',b'0.63',b'Mbit/s',2021-08-28 21:53:12
2021-08-28 21:53:52
b'Ping:',b'29.628',b'ms',b'Download:',b'17.98',b'Mbit/s',b'Upload:',b'3.72',b'Mbit/s',2021-08-28 21:54:10
b'Ping:',b'43.949',b'ms',b'Download:',b'30.79',b'Mbit/s',b'Upload:',b'9.56',b'Mbit/s',2021-08-28 21:54:34
b'Ping:',b'19.19',b'ms',b'Download:',b'26.83',b'Mbit/s',b'Upload:',b'9.04',b'Mbit/s',2021-08-28 21:54:59
b'Ping:',b'23.237',b'ms',b'Download:',b'24.05',b'Mbit/s',b'Upload:',b'11.01',b'Mbit/s',2021-08-28 21:55:23
b'Ping:',b'23.81',b'ms',b'Download:',b'33.08',b'Mbit/s',b'Upload:',b'10.20',b'Mbit/s',2021-08-28 21:55:48
b'Ping:',b'23.726',b'ms',b'Download:',b'42.60',b'Mbit/s',b'Upload:',b'9.95',b'Mbit/s',2021-08-28 21:56:11
b'Ping:',b'21.627',b'ms',b'Download:',b'37.16',b'Mbit/s',b'Upload:',b'10.13',b'Mbit/s',2021-08-28 21:56:36
b'Ping:',b'25.547',b'ms',b'Download:',b'14.57',b'Mbit/s',b'Upload:',b'10.73',b'Mbit/s',2021-08-28 21:57:02
b'Ping:',b'22.198',b'ms',b'Download:',b'14.66',b'Mbit/s',b'Upload:',b'10.21',b'Mbit/s',2021-08-28 21:57:25
b'Ping:',b'23.755',b'ms',b'Download:',b'31.21',b'Mbit/s',b'Upload:',b'9.64',b'Mbit/s',2021-08-28 21:57:48
b'Ping:',b'14.469',b'ms',b'Download:',b'35.67',b'Mbit/s',b'Upload:',b'9.71',b'Mbit/s',2021-08-28 21:58:12
